Date,Titres,Contents
2020-08-05 ,Problème SAV ,"Bonjour à tous  client boite Sosh depuis un peu plus de un an maintenant  je souhaite partager ici l'expérience désastreuse que je vie depuis le mois de mars 2020. J'ai souhaité changer d'opérateur (Free vers Orange/Sosh) car ma commune (Chantilly 60500) a sollicité Orange pour les travaux de raccordement au réseau Fibre de Orange. Faisant suite à un appel avec un agent Orange/Sosh datant de mars 2020  nous avons entamé les démarches pour relier mon domicile (maison individuelle) au réseau Fibre Orange installé dans ma rue courant février 2020. Pour opérer l'installation  un adaptateur était nécessaire. 3 colis ont du être postés pour qu'un adaptateur finisse par arriver à mon domicile car l'adresse utilisée par l'agent Orange/Sosh était erronée. Trois dates de rdv ont été proposées et annulées à chaque fois. Pour chacune des dates proposées  j'ai du systématiquement poser une journée de CP. Donc en définitive  trois jours de CP perdus...Finalement  un rdv a enfin eu lieu en juillet dernier  ceci pour aboutir à une conclusion que le ""logiciel orange nécessitait une mise à jour pour que mon domicile puisse être relié..."". Simplement pour décrire quelques éléments de contexte  l'installation du réseau Fibre Orange est au pied du portail de mon domicile. Un fourreau venant de mon domicile est déjà présent sous la trappe dans la rue  permettant ainsi de simplifier le travail à Orange. Les voisins à proximité directe sont déjà raccordés à la fibre. Je suis donc le seul pour lequel il est nécessaire d'opérer une mise à jour...Je trouve ce retour inadmissible de la part de Sosh/Orange. Aucune excuse  aucun dédommagement  aucune explication rationnelle ne m'a été fournie. Chaque fois que je sollicite Sosh ou Orange  on m'indique qu'on va me rappeller dans les 72 heures... A cet instant  aucun appel. Aussi  l'objet de ce post n'a pour vocation qu'à obtenir un retour sérieux de la part d'Orange et une solution viable à mon problème. Bonne journée. Réf commande: 20004542000008320"
2020-08-05 ,Servie nul à en pleurer ,Servie nul à en pleurer  inaccessible en permanence  et conçu par des débiles
2020-08-05 ,Catastrophique k installateur ne se… ,Catastrophique k installateur ne se présente même pas chez vous à la date du rdv fixé 1 mois plus tôt et quand j appelle il me dit vous n avez su à prendre un autre rdv. Tarifs non respectés abus dur les options facturées en plus et personne ne répond à vos demandes A fuir les autres font aussi bien et pour moins chère
2020-08-04 ,débit minable 0 92 pour 8 promis !! ,débit minable 0 92 pour 8 promis !!! une honte !!l'image de la France au travail !!! en marche arrière !!à éviter  rien ne peux être pire !!
2020-08-04 ,Votre connexion est null a fais caca ,Votre connexion est null a fais caca  une installation de seulement 3000 MO se fais en 13h!!!! Cordialement moiEt au passage je vous chie dessus bande de chien ça commence à me saouler les téléchargements de 3000 MO a 40ko/s Vous êtes vraiment des gros fils de ppuuuute Bade de chien de merrrrrde avant d’aller travailler faut aller à l’école et au passage baiiiiser votre mère
2020-08-04 ,Catastrophique lamentable ,Catastrophique incompétent se moque des clients Une matinée au téléphone avec différentes personnes on vous prétend qu’il n y a aucun problème sauf que la réalité est bien différent coupure internet pas de débit décodeur tv ne fonctionne pas aucune solution à éviter A fuir Lamentable
2020-08-03 ,Je ne voulais même pas en mettre une… ,Je ne voulais même pas en mettre une mais je nais pas le choix pour expliquer ce gros problème littéralement scandaleux....2mois sans télévision  téléphone fixe  fibre... a cause d'un petit incendie de cave qui n'a rien touché de particulier on a pu rentrer des que le feu a été maîtriser cest honteux de la part d'orange de ne pas l'avoir rétabli je le répète ça fait 2 mois bientôt 3
2020-08-03 ,Satisfait dans l'ensemble ,"Je suis chez Orange depuis maintenant presque 3 ans je dirais. Je possède un abonnement fibre et un forfait chez eux et j'ai pu voir des points positifs comme négatifs. Tout d'abord on m'avait promis une fibre à seulement 18 euros par mois pendant 1 ou 2 ans je ne sais plus. Mais cela n'a été réellement fait que 2 mois... désormais je paye entre 30 et 54 euros de fibre ( ce n'est jamais une somme fixe ). Ensuite pour mon forfait c'est le téléphone qui n'est pas choisi par une bonne marque "" recommerce "" qui font très mal leur travail de reconditionnement. Orange devrait portant contrôler la qualité des téléphones qu'ils achètent à des marques non ? Sinon je suis satisfait dans l'ensemble : Fibre réellement opérationnelle   de très très rares coupures internet   haut débit constant   très peu de latence ( entre 3 et 10 ) et un support réactif :)"
2020-08-03 ,Que dire... ,Que dire! Pas de vrai interlocuteur  des commerciaux qui se jettent la patate chaude. Des mois à leur courir après pour que la remise promise me soit appliquée et aujourd'hui que mon contrat vient à échéance je suis devenue leur cliente favorite. De plus  le service est ultra cher! Le conseil : allez voir les petits concurrents et passez votre route...
2020-08-03 ,une etoile car il n'y a pas zero… ,une etoile car il n'y a pas zero  jamais de services  toujours obliger de les contacter  trop de beugs internet  on paye trop chere  et pour resilier et transferer vers un autre fournisseur  facture a payer de 332 euros  et meme pas possible de consulter nos contrats.sans compter chaque appels depuis des mois  on nous dit des choses differentes à chaque fois  nous allons deconseiller orange au maximum de personnes .C'est abusif jamais d'explication  le reseau ici a trop du mal  capte javais  mais sa c'est prelevée  sans avoir jamais aucun geste  bref  je deconseille  allez chez bouygues  c'est beaucoup mieux ! au moins sa nous dit pas ok et sa ne marche pas  juste pour avoir un nouveau client  bah client Mécontent !!! a faire tourné svp !
2020-08-03 ,À fuir ,Service client peu fiable  technicien sous traitant de mauvaise fois  conseiller client en boutique agressif et pas professionnel. Sincèrement  Orange était top puis ils ont décider de se foute de nous. À fuir !
2020-08-03 ,Service clientèle et service après-vente kafkaesque ,Service clientèle et service après-vente inefficace : meme après 4 appels pour un changement de mobile sous garantie rien n'est fait. Pas de rappel comme convenu. La gestion du service clientèle donne l'impression de vouloir décourager la clientèle. Service bureaucratique  procéduriale et kafkaesque
2020-08-03 ,Vous êtes chaud ce matin ! ,Il m'a fallu 18 minutes pour arriver à joindre le service client Orange pour un problème de réseau. Au bout de ce temps  interminable  je fais remarquer à l'agent que les temps d'attente ne sont pas respecté  ils étaient prévu à moins de 8 minutes. L'agent m'appelle par mon prénom est me répond « Vous êtes chaud ce matin »... et il coupe la ligne. Merci pour la qualité du service client Orange.
2020-08-03 ,aucun respect pour le client ,aucun respect pour le client. Pannes régulières et temps d'intervention ridiculement élevé.
2020-08-01 ,6 semaines pour venir installer la… ,6 semaines pour venir installer la fibre ! Quel manque de sérieux et de considération sachant ce qu'on paye pour leurs services !
2020-07-31 ,2 mois sans services orange et ce n'est pas fini ! ,"Sous-traitant orange ne sachant pas poser la fibre  demandant au client ses outils et ne donnant aucun conseil pour la mise sous la terre du câble. Mes chiens ont tout coupé et ça fait 2 mois que j'attends un intervenant qui vient les mains dans les poches prendre seulement des photos et ne ferme même pas son dossier pour que je puisse rappeler orange. Payer des intervenants à rien faire et qui partent en vacance sans terminer leur dossier bravo orange ! Je dois attendre que Monsieur ait décidé de répondre a son ""Responsable"" avant d'avoir internet  téléphone et tele ! Cest génial l'été avec cet opérateur dis donc !! Moi qui ait toute ma famille chez eux et nos locaux pro et bah ciao !"
2020-07-31 ,3 mois pour obtenir un changement de… ,3 mois pour obtenir un changement de propriétaire d'une ligne avec une box orange et plus de 30 appels et échanges de mails infructueux. Pour finalement avoir un ligne et une box qui ne marche pas. Je passe sur les conseillers qui raccrochent au nez  les méandres du service téléphonique le pire qui puisse exister et surtout surtout les conseillers n'en ont rien a faire. Quand enfin par chance  l'un d'entre eux se sent concerné et que l'on vous donne un mail d'un  responsable vous n'avez toujours aucun retour. On s'interroge sur la pertinence de l'évaluation des conseillers. Le niveau d'un service n'est que le reflet de son responsable!!! Navrant. Accablant !
2020-07-30 ,Orange or not Orange ,Vous souhaitez changer d'opérateur téléphonique et vous choisissez Orange comme nouvel opérateur bon courage et armez-vous de patiente.Le 27/07 je me fais rappeler et à 9h53 j'ai un interlocuteur qui me confirme les tarifs consultables sur le portail Orange. Nous décidons d'un délai de réflexion et nous convenons que cet interlocuteur me rappelle le jeudi 30/07 à 11h00.Le 30/07 11h30 toujours pas rappelé donc  j'appelle le 3900 à 11h35 et j'ai une interlocutrice qui me confirme les propositions tarifaires précédentes et lorsqu'elle veut valider le RIO du portable que je souhaite rattacher dans le forfait Internet + mobile celui-ci ne peut pas être validé. Nous convenons qu'elle me rappelle à 17h30. À 18h00 toujours pas rappelé donc à nouveau 3900 et là une interlocutrice qui me bascule vers un autre service (peut-être pas le bon) qui me dit qu'elle ne peut pas pratiquer les tarifs affichés sur le portail Orange et me conseille de le faire moi-même sur le portail!!! À quoi sert le 3900 ou faut-il tomber sur la bonne personne qui a envie de fidéliser le client?Conclusion  ce pose la question de quel service après vente allons-nous bénéficier? Orange se glorifie d'être le 1er fournisseur  l'expérience que je viens de vous décrire ne peut me faire dire que c'est peut-être le moins mauvais.
2020-07-30 ,Client depuis plus de 10ans  ,Client depuis plus de 10ans J’ai demandé une extension d’abonnement pro avant le COVID pour avoir Internet dans des bureaux que je louerai mois de février. Un technicien devait venir pour m’installer la box car manipulation difficile par rapport à ma demande. Pas de nouvelles jusqu’au confinement  j’ai alors demandé une solution de remplacement  car j’avais besoin malgré tout d’internet pendant le confinement. Ils m’ont donné une Airbox avec un abonnement limité qui m’a planté un beau matin sans crier gare... une demi journée de perdu sans internet le temps de recharger la carte...La première semaine du deconfinement  toujours aucune nouvelle  je me déplace donc dans un magasin qui refait la demande car il n’y en avait plus trace.... Incroyable!Rendez vous est pris avec technicien  mail de confirmation  sms de confirmation  youpi je vais enfin avoir ma box et ne plus être embêté!Le jour J arrive  je bloque ma matinée pour l’arrivée du technicien  mais malheureusement personne n’est jamais venu... pas un coup de téléphone  ni de message pour prévenir! 👏 Je me redéplace donc dans mon magasin et reperd encore 2h de mon temps pour avoir un service que j’ai demandé en février. Nous sommes début juillet.On me dit que la demande est refaite et que je dois attendre l’appel d’un technicien pour un rendez vous... Lundi 27/07  toujours rien! Je me redéplace et reperds encore mon temps. On me dit que la ligne est service (bizarre...) et on me donne une box que je dois installer moi même. Je l’installe non sans mal avec l’aide du service téléphonique (encore 1h30 perdu...).Je rentre chez moi le soir et après dîner décide de regarder un film mais surprise plus de ligne téléphonique chez moi! Je repasse 2h au téléphone le soir (40min d’attente pour avoir quelqu’un et le reste pour comprendre la panne...)  cents une inversion de ligne. On me dit qu’on doit me rappeler le lendemain pour régler le problème  j’attends encore... je me redeplace donc avec la ferme intention qu’un technicien vienne sur place (comme c’était prévu depuis le début!) mais on me dit que ce n’est pas possible  qu’il suffit de redémarrer ma box pour réinitialiser et qu’on me rappellera pour savoir si ça marche.Bien sûr ça ne marche pas  personne ne m’a appelé  je n’ai toujours pas de ligne téléphonique et de télé (avec abonnement canal+  bien sport qui courent et que je paie pour rien...) chez moi! Et je paie 160€ par mois ce service minable! Personne n’est à la hauteur dans cette entreprise  ni celui qui parle à peine français au téléphone  ni les agents d’accueil dans les magasins et encore moins les personnes qui sont censés gérer tout ce petit monde...Ne vous abonnez surtout jamais a Orange parce qu’en plus  c’est bien sûr impossible de résilier le service que vous paierez mais qui ne marche pas!
2020-07-30 ,Orange c est fini lient depuis 20 ans puis demande fibre… ,Client depuis 20 ans puis demande fibre et éligible fibre en 11/2019 après 11 rdv mais 5 réels 7 fantômes pris jour de congés mais ils s en contre fou début juillet 2020 toujours rien.le service clients et service technique un ramassis de bras cassés et de menteurs. Ils nous ont menés en bateau jusqu’au jour où nous avons plus rien plus de téléphone fixe (nous sommes en zone blanche) plus internet plus de télévision plus d alarme nous avons attendu 15 jours jusqu au moment où un « technicien « nous a dit qu il fallait patienter minimum 15 jours mais sans être sûr du résultat.Orange n est plus à la hauteur. Il ne faut pas oublier que sans client vous n êtes plus rien au vu de notre expérience et pourtant nous on ne voyait qu Orange on ne voulait absolument pas changer malgré les nombreuses sollicitudes. Mais à force de vous prendre pour des imbeciles les imbeciles vont voir ailleurs. Donc un conseil fuyez à toutes jambes Orange.
2020-07-30 ,Nul nul nul ,Nul nul nul  mes parents paie 45 euros juste pour la box téléphone. On passe en boutique pour dire qu'ils ont des offres à 22 euros avec la TV et on vous renvoie sur le tel. Vous appelez et la pour se désabonner il n'y a personne et ça raccroche. Vous rappellez en prétextant un abonnement et la vous avez quelqu'un qui vous répond d'aller ailleurs sans vous faire de proposition. Cet opérateur est archi nul  incompétent et antiprofessionnel. Perso je suis chez free et super heureux. Je pense que je vais finir par faire passer mes parents chez free.
2020-07-30 ,Orange ,Orange  juste un conseil  NE PRENEZ AUCUN ABONNEMENT. J'ai pris un abonnement internet sans contrat de 24€ une fois le délais passé  il ne m'ont pas dit que l'offre passait à 42€. Je veux résilier  ils ne veulent rien entendre et me promène de boutique en boutique  et de commercial en commercial. C'est une honte!!!!
2020-07-29 ,A FUIR AU PLUS VITE ,Je vous explique brièvement la situation. Nous avons souscrit un offre pro fibre sur votre site. La commande n'a pas aboutit. J'ai eu Madame PERCHEMIN au télépone qui m'a dit que nous allons faire la commande ensemble. Je précise bien que nous voulons la FIBRE ORANGE. Elle me dit pas de soucis  me propose un boitier 4g.Nous recevons le matériel et le technicien intervient  il m'affirme que pour lui c'est une offre ADLS. Il nous installe l'ADSL. Je contact Madame PERCHEMIN pour lui dire que ce n'est pas ce qui été convenu. Elle me dit attendre un retour du service technique  en attendant elle me propose gratuitement une seconde clé 4G pour nous connecter. Nous sommes une agence web la connexion est primordiale pour nous. Au final elle me dit que la Fibre n'est pas possible et nous avons du payer un boitier 4G. Elle m'a dit qu'elle avait fait le nécessaire mais rien n'a été fait car nous avons bien été prélevé. D'ailleurs nous avons signé AUCUN MANDAT de prélèvement. Vous n'avez pas le droit de prélevé sans notre accord.Nous sommes membres du groupement d'entreprise Medef IDF. Nous les avons contacter pour ouvrir un litige. Vos commerciaux sont de vrais anarqueurs et votre service professionnel ne l'est pas du tout.
2020-07-29 ,Entreprise A FUIR ABSOLUMENT!!!INHUMAINE!!!!Elle a coupé le téléphone à mes parents… ,Orange a coupé le téléphone à mes parents âgés de plus de  88ans   isolés de tout  clients fidéles et solvables d'Orange depuis plus de 50ans ( avant France Télécom) sous prétexte qu'ils n'avaient pas payé leur abonnement de juillet 2020 . Nous étions le 28 juillet 2020  ils payent par chéque et le chéque était parti le 27 juillet 2020. Aucune relance  j'ai reçu (je ne suis pas l'abonné) un sms  de résiliation sur mon téléphone à l'instant de la coupure. J'avais reçu un sms le 16 juillet pour un impayé de mai 2020( le chéque que mes parents avaient envoyé en mai n'était jamais arrivé) que j'ai immédiatement régulariser mais aucune info sur le mois de juillet .INADMISSIBLE!! Mes parents comme beaucoup de cette génération ne savent pas se servir d'internet  ni se débrouiller avec la complexité pour joindre les services d'Orange.Doit-on pour autant traiter nos personnes âgés ainsi ?
2020-07-29 ,FUYEZ ORANGE comme LA PESTE. ,Arras  le 23 Juin 2020LETTRE DE RESILIATIONN° de compte Internet : 719964711N° Ligne 03B141B181Tel ancien : 0321597183BURIEZ JEAN GEORGES59 Rue Voltaire  Appartement 662000 ARRAS                                                                                          SOCIETE ORANGE                                                                                      78 rue Olivier de Serres –                                                                                               75015 Paris 15e arrondissement                                                                                          Madame  Monsieur Il est temps de faire les comptes  alors  je vous fais le vôtre.Origine de l’incident : panne Orange  j’ai été sans Internet et téléphone du 05 Juin au lundi matin 15 Juin inclus.Le rendez-vous pris pour le 06.06 a été décommandé par vos services  plus tard annulé pour une promesse de dépannage le 11.06 (incident collectif)  en fait  une panne réseau confirmée par techniciens prestataires oeuvrant sur le boîtier du relais situé Rue Salengro à Arras (et n’allez pas vous en prendre à eux  ce sont les seuls à tenter de faire leur travail chez vous !).Il aura fallu à vos services  attendre le 15.06 matin pour envoyer un technicien vérifier les panneaux sur les paliers d’étages de mon immeuble.En plus de cela  votre service 3900 où on est soi disant à l’écoute du client vous liste comme « cas réglé » dès qu’un rendez-vous (même bidon) est pris  vous ne joignez plus personne et on vous raccroche au nez.ENFIN  cerise sur le gâteau : votre point vente Orange à Auchan Arras  visité le 06.06 après midi : accueil incroyablement mauvais : 3 personnes :le vigile : calme et courtois (le seul).La cadre responsable : femme dans la force de l’âge qui s’est vite énervée  ne m’a pas laissé parler.Irruption d’un jeune agité de vendeur (30 ans environ…) qui m’a dit : « si t’es pas content  je vais te sortir ». face à cet énergumène  j’ai proposé d’appeler la Police pour faire une main courante. Si ce monsieur avait eu sous la main un vigile du genre « bas du front »  il aurait certainement mis son projet à exécution  avec ou sans tabassage  la question peut se poser !Il n’avait pas le temps pour appeler la Police par contre.Alors  cher FAI Orange  depuis 20 ans que je suis client chez vous  je vous annonce que vous pouvez aller vous faire voir  je résilie tous mes contrats chez vous. Vous voudrez bien rembourser la période correspondant à la durée de la panne  à déduire de ma dernière facture chez vous  je vous prie.Si j’avais eu un témoin  vous auriez une plainte en bonne et due forme.Quant à votre excité de vendeur  faudrait l’envoyer vendre dans le 9.3  il y ferait un « tabac »  j’en suis persuadé.Ce monsieur fort courageux (quand il n’est pas tout seul…) face à un homme de 60 ans en mauvaise santé  il lui faut le contact des populations vivant dans les zones  de non droit (ça n’est pas ce qui manque en France…)  celles qu’il croit pouvoir singer stupidement.J’ai honte pour vous.J’ai un très important carnet d’adresses et réseau relationnel et professionnel : TOUT LE MONDE sera mis au courant.Face à l’ultime NON COOPERATION de vos services au 3900 qui a refusé de me communiquer adresse de  retour matériel ainsi qu’adresse du Siège Social  j’expédie ce jour par colis CHRONOPOST Live Box 4 et Boîtier fibre avec tous leurs accessoires à l’adresse suivante : Service Client La Fibre  TSA 90017 59878 LILLE CEDEX.Je ne vous salue pas.BURIEZ JEAN GEORGES59 Rue Voltaire Appartement 662000 ARRASàService National Consommateurs Orange Internet 33734 Bordeaux Cedex 9Arras  le 29.07.2020Bonjour  je voudrais que vous transmettiez l’ensemble des pièces jointes au Siège Social d’Orange car j’ai résilié mon contrat Live Box depuis Juin  et ces incapables n’ont toujours pas centralisées les pièces du recommandé et du chronopost renvoyant le matériel. Mettez leur  ces pièces sous le nez car en plus d’être incompétents et de mauvaise foi ils sont aveugles et ne tiennent pas compte des courriers avec AR  reçus . je vous prie  car tout contact d’Orange à mon égard désormais leur vaudra un dépôt de plainte pour harcèlement de clientèle. Ils m’ont tout fait voir  alors ça suffit.Je préviens Orange qu’à la moindre tentative d’harcèlement  c’est la plainte en dommages et intérêts. Et arrêtez de m’envoyer des factures sombres …..  j’ai résilié depuis Juin  si vous suiviez votre courrier  vous le sauriez  c’est autre chose que communiquer des adresses mails orange bidons qui ne fonctionnent jamais car « elles sont étudiées pour ».On m’a menti  roulé  baladé au téléphone des heures  communiqué des adresses mails incorrectes  mal parlé à la limite de l’insulte et menacé  alors  provoquez moi encore  et je vais vous étriller en justice comme jamais.A bon entendeur salut.**PS : toutes les données de l’ex contrat et retour matériel et résiliations sont dans les pièces jointes.Le tout repart en recommandé AR avec pièces jointes  et si vous continuez à me pourrir la vie  je vous ferai une guerre juridique comme vous n'en n'avez jamais eue.
2020-07-28 ,Comment perdre des clients ? Facile chez Orange ! ,"Pas client orange  j'envisageAIS pour mon déménagement de passer chez Orange.J'appelle le service Client 3900 ce mardi 28 juillet 19h50 pour des renseignements (offre box  ouverture ligne  etc). Une femme répond juste en disant ""patientez quelques secondes s'il vous plait"" et me fait patienter....sans couper son micro ! Et ca rigole en fond sonore  et ca discute avec ses collègues  et au bout de 9 minutes d'attente ca me raccroche au nez !!! Je regarde l'heure  il est 20h00...HONTEUX !!! Préfère rigoler avec ses collègues sans même couper son micro !!Magnifique service client Orange !! Ca donne envie de tout sauf d'ouvrir une ligne chez vous !!"
2020-07-28 ,A fuir ,J'ai déménagé et je suis passé de la fibre à l adsl. Résultat je paye toujours 48e par mois mais je n'ai plus accès aux chaînes du bouquet famille fibre. Prix identique mais qualité très inférieure et service moindre. Lorsque j'ai souscris on m'avait annoncé que mes frais de résiliation allaient être remboursé par Orange j'ai payé mon ancien FAI rempli le formulaire en ligne et j'y ai joins la facture. Sans retour de leur part j'ai envoyé une réclamation et la on me dit que je ne pouvais pas en bénéficier car trop tard et ils n'ont aucune trace de ma demande. Enfin bref je quitterai orange dès la fin de mon engagement. D'autant plus que j'ai reçu une nouvelle box et un fil est défectueux j'ai donc plusieurs coupures de WiFi et de tv chaque jour... Je ne recommande pas orange.
2020-07-28 ,Bon a rien… ,Depuis 4 jours un fil arrache du au vent je détecte la panne moi-même et les grands techniciens de chez orange passent et repassent et ne trouvent pas la panne donc je vait réparer moi-même. Je trouve cela honteux une société comme orange ne trouvent pas la panne. Bande de comiques
2020-07-28 ,Mauvais ,Mauvais. Service clients pro non à l'écoute du client travaillant avec eux depuis 50 ans. Coupure de ligne sans préavis suite à des factures impayées (interruption des prélèvements durant covid et Orange non en mesure de retranscrire une facture claire du montant à payer. Attente durant des heures pour avoir un conseiller incapable de solutionner le problème!
2020-07-28 ,L'histoire dure 8 mois pour la création… ,"L'histoire dure 8 mois pour la création de 2 lignes. Nous d'abord eu un devis à payer avant que la prestation d'étude soit réalisée. Une fois l'étude réalisée il a fallu de nombreuse reprise relancer pour enfin avec une facture à payer d'avance pour créer les 2 lignes. Ce matin 1 technicien passe pour poser une seul ligne (il ne sait pas pour l'autre)  il ne peut pas appeler en interne car il attend généralement 20 min avoir d'avoir quelqu'un. Donc j'en suis à quatre coup de tel avec une attente annoncé de moins de 3 min et plein de message ""merci de votre patience"" pour être ensuite coupé au bout de 3 minutes. Voila ce qui se passe quand on privatise une société avec un monopole en laissant dedans plein de statuts fonctionnaire qui ne pense qu'a attendre la retraite."
2020-07-27 ,Service client Internet Orange mauvais ,Le 22/07 un RDV est fixé avec un technicien pour vérifications extérieur et intérieur le 27/07 entre 14h et 17h...Personne ne se présente  personne n'appelle. Le conseiller (Icham ?) qui devait venir aux nouvelles après le passage du tech (lol !) devait me contacter : rien !Au 3900  : la conseillère ne sait pas  ne comprend pas  n'entend pas... doit me rappeler sur portable. 3 appels mais personne au bout.J'ai déjà perdu l'AM  il faut aussi que je rappelle le 3900 pour avoir un autre RDV non honoré ???Que faire ? aller voir ailleurs et faire savoir ce que vaut le SC Orange...
2020-07-25 ,RETOUR PERDU CHEZ ORANGE DONC...PAS DE REMBOURSEMENT ,Suite a une commande effectuée sur internet en soirée  j ai souhaiter user de mon droit de rétractation. Appel calamiteux pour joindre un conseiller au 3900  et après de nombreuses tentatives  l appel abouti!la personne m informe que la commande n a pas encore été traitée  et se charge de l annuler et procéder au remboursement par cb  le tout devant etre confirmé par mail....le lendemain  je recois bien un mail me confirmant... l envoi de ma commande!!!!après un tchat avec le service client  l on m informe de  l envoi effectif de la commande  et me conseille de compléter le bordereau de rétractation joint a l envoi et de retourner le tout en colis suiviSans remboursement  et après de nombreuses tentatives pour joindre un interlocuteur  l on me signale alors que la retractation n a pas été traitée  et que la commande n a pas été retournée. Je communique le n° de suivi et surprise...effectivement le colis est bien arrivé chez le prestataire K+N  mais plus de trace de l envoi ensuite  donc le remboursement s avère impossible  et je perds par la même occasion mon numero porté!!un peu énervé  je demande des explications et le remboursement  et l on me conseille de me rendre en boutique Orange!Passage chez Orange  et bien sur  l on me dit que le traitement du dossier s avère impossible puisqu ils agit d un achat sur le site internet!!Pas de remboursement pas d interlocuteur  pas de reponse au service clients de Bordeaux  on est dans la 4ème dimension a defaut de la 4G!!Navrant  deplorable  quel mepris du client
2020-07-25 ,Inadmissible ,Je ne sais pas si il y aura des conséquences positives avec cette enquête mais c’est inadmissible ce qui arrive et cela devient invivable.Cela fait 3 fois que nous demandons un sav chez mes parents qui ne sont plus tout jeunes malheureusement A chaque fois notre ligne est coupe à chaque nouvelle installation  Dans notre rue. Résultat des courses une coupure internet qui a duré 2 mois. Lors du dernier passage le technicien n’a rien fait... comment cela est possible alors que nous sommes client Orange depuis 3 ans... les parents sont gravement malade et la connexion internet est branché à un dispositif d’urgence médicale ... comment cela est envisageable de laisser des personnes qui ont un besoin vitales d’une connexion. Je ne vais pas hésiter à dénoncer ce genre d’abus sur les réseaux sociaux afin que tout le le monde sache qu’Orange fait preuve d’un manque de professionnalisme et à quel point vous dénigrez vos clients.Je porterais plainte contre vous si jamais il arrive malheur à mes parents. Ce n’est pas une clé 4G qui va changer quoi que ce soit.
2020-07-25 ,un technicien Orange est venu pour… ,"un technicien Orange est venu pour réparer ma ligne en panne. Aprés 45 minutes de travail  je lui demande "" Ca va? vous avez localisé la panne"" il me répond: "" je suis patissier  j'y connais rien"" Trés fier de lui. D'un humour douteux  et d'une suffisance proche du mépris. A fuir!"
2020-07-25 ,j'ai récemment changé d’opérateur… ,j'ai récemment changé d’opérateur (free) pour passer chez orange et franchement je ne regrette pas du tout. déjà ne serait ce qu' au niveau du débit et de sa stabilité ( 2 vrais gigas partagés). par contre chez free je payais un abonnement soit disant fibre 30 euros par mois pour 90 mb/s et très instable (la blague). chez orange je suis à 935 mb/s et je paye 31 99  autrement dit la même somme la première année et la 2 eme années je passe à 49 99. et franchement entre nous je préfère rajouter 20 euros de plus pour avoir un super débit. moi qui joue beaucoup aux jeux vidéo en ligne c'est le top ! merci orange. maintenant ma seul question est de savoir comment réagirons t'ils quand j'aurais une panne ( dépannage 24 h garanti ou prêt d'une flybox 4G) je verrais bien ce jour là et à ce moment là je pourrais donner mon avis sur le service client orange. pour l'instant RAS pour ma part.
2020-07-24 ,Avoir fait installer la fibre pour ne… ,Avoir fait installer la fibre pour ne pas avoir de connection et ou on fait payer 150 euro alors qu avant j etait a 90 euro 3 mois que cela dure et son incapable de résoudre le problème des voleurs et incapable a fuir depuis la fibre rien ne fonctionne et il ne font rien pour trouver le probleme
2020-07-24 ,7 mois en attente de livraison de services ,"Cela fait maintenant 7 mois que mes services sont coupés  internet en débit réduit alors que je paye 120€ par mois pour un forfait ""pro"".20 appels au service client  20 fois qu'on me dit que tout sera fait sous 48h mais rien.Soit je résilie et tout cet argent est perdu  soit j'attend encore en esperant un miracle et que je puisse bénéficier des services pour lesquels ils ne manquent pas de me prélever chaque mois."
2020-07-24 ,UNE CATASTROPHE !! ,UNE CATASTROPHE !!! Orange pro aucun suivi  aucun terme du contrat respecté lors des coupures qui nous font perdre du chiffre d'affaires. Et bien évidemment jamais le même interlocuteur pour une prise de responsabilité. Je ne recommande pas du tout!!!! ZERO DE CHEZ ZERO
2020-07-24 ,Service client médiocre Et Technicien incompétent ,Je n’est jamais vu un service client aussi médiocre. 4 mois à les appeler une trentaine de fois pour avoir une connexion internet qui ne beug pas toute les 3 heures ou qui ne coupe pas pendant des jours. De plus on m’as facturer une intervention 70 euros alors que le technicien n’as pas su assembler les bon files🤦🏻‍♀️ En 4 mois le technicien et passer 7 fois et les 7 fois ma connexion n’était toujours pas rétablie une honte mon mari a dû réparer lui même j’hallucine.
2020-07-23 ,Des bon a rien ans 1 ans   coupures… ,Des bon a rien ans 1 ans   coupures sur. Coupures  plus 1 moi s'en  internet  le jour de mon mariage  tout passe pas internet  une honte et la je suir a mon  comté  et plus internet  peux plus faire les devis ni les factures  tu les appel il te dise 1 semaine après sa reviens et la il te dis jusqu'àu  31 moi je fait comme b je vais porte plainte contre abus  de pouvoir  et  manque de respect  a la clientèle   en plus on a des personne qu'il  parle mal france et il comprenne rien tu leur dit un truc il sen foute  complet
2020-07-23 ,Passage Ligne Pro Orange fibre ,"Passage opérateur autre vers offre fixe fibre Orange. RDV d'installation(2) annulés à la suite sans aucune explication (texto). Nous refusons de payer la 1ere facture car nous n'avons pas encore le service (2 mois d'attente). Résultat : ligne bloquée. Nous payons par internet et au bout de 24 h toujours ligne bloquée (ligne pro...) 3 heures d'appel le lendemain au téléphone avec 10mn à 60mn d'attente sans aucun résultat et la moitié des opérateurs vous raccrochent au nez. Informations données fantaisistes : ""il faut 24h maxi pour la remise en cours de la ligne  un autre ""Il faut 72h maxi""...Service non digne d'un service pro  épouvantable  à fuir"
